step,score_value,n_cumul_links,num_total,num_unaffected,num_delayed,num_infeasible,num_feasible,pct_unaffected,pct_delayed,pct_infeasible,reachability,F_value_2024,val_infeasible_day,val_total_day
35,2.058423021406752,151,10074017,6535807,3342967,195243,9878774,64.87786351760177,33.18405160523354,1.9380848771646901,0.9806191512283531,0.9805761392619163,33.258511410625225,1537.3871452015765
36,2.0564046597811907,154,10074017,6371907,3506867,195243,9878774,63.250905770756596,34.81100935207872,1.9380848771646901,0.9806191512283531,0.9805685813064834,33.258511410625225,1537.3871452015765
37,2.0557057558909264,165,10074017,6332240,3481505,260272,9813745,62.85715023113422,34.55925277870784,2.5835969901579476,0.9741640300984206,0.9741148336451874,58.09295679182705,1537.3871452015765
38,2.0555537022801325,176,10074017,6303050,3505239,265728,9808289,62.567394913071915,34.794848966405354,2.637756120522727,0.9736224387947727,0.9735728727729611,58.63501352895298,1537.3871452015765
39,2.0543076157188542,201,10074017,6047701,3687560,338756,9735261,60.03266621448028,36.60466326391945,3.3626705216002715,0.9663732947839972,0.9663194180149053,69.40160074134457,1537.3871452015765
40,2.048165802202869,204,10074017,5546711,4182247,345059,9728958,55.059575539727604,41.5151870400854,3.4252374201870017,0.96574762579813,0.9656841978825346,70.31963771855239,1537.3871452015765
41,2.0473953099448736,205,10074017,5534216,4194742,345059,9728958,54.935543587031866,41.63921899278113,3.4252374201870017,0.96574762579813,0.9656836980649685,70.31963771855239,1537.3871452015765
42,2.0460382700232027,243,10074017,5401206,4307754,365057,9708960,53.615216253853845,42.76103564248502,3.623748103661131,0.9637625189633887,0.9636982682144297,71.20057240267062,1537.3871452015765
43,2.04587859152036,248,10074017,5213071,4490612,370334,9703683,51.74768912937113,44.57618048490488,3.6761303857239866,0.9632386961427601,0.963172378578934,71.48447309663374,1537.3871452015765
44,2.042006245789381,250,10074017,5207082,4493623,373312,9700705,51.68823916020789,44.606069257179136,3.7056915826129737,0.9629430841738703,0.9628767306384622,71.93180840322908,1537.3871452015765
45,2.040687272804665,256,10074017,5206443,4489102,378472,9695545,51.68189610956583,44.561191429397034,3.7569124610371416,0.9624308753896286,0.9623646577577207,73.0058478182891,1537.3871452015765
46,2.039914230650745,260,10074017,5122086,4561362,390569,9683448,50.84452408607212,45.27848225787191,3.8769936560559706,0.9612300634394403,0.9611633373178202,74.43521744618134,1537.3871452015765
47,2.0393448710680624,262,10074017,5108455,4567818,397744,9676273,50.709215598901615,45.34256791506308,3.9482164860353124,0.9605178351396468,0.960435821972224,74.83822955109996,1537.3871452015765
48,2.038969440594276,264,10074017,5108455,4567818,397744,9676273,50.709215598901615,45.34256791506308,3.9482164860353124,0.9605178351396468,0.960435821972224,74.83822955109996,1537.3871452015765
49,2.0388995509932104,317,10074017,4847070,4817215,409732,9664285,48.11457038438589,47.81821392598404,4.067215689630065,0.9593278431036993,0.9592376304788601,86.38666924979182,1537.3871452015765
50,2.0376704521209,318,10074017,4763207,4901078,409732,9664285,47.28210206514442,48.65068224522551,4.067215689630065,0.9593278431036993,0.9592372610362002,86.38666924979182,1537.3871452015765
