step,score_value,n_cumul_links,num_total,num_unaffected,num_delayed,num_infeasible,num_feasible,pct_unaffected,pct_delayed,pct_infeasible,reachability,F_value_2024,val_infeasible_day,val_total_day
36,584.5966103819037,36,10074017,8195899,1832150,45968,10028049,81.35681128987574,18.18688612496882,0.45630258515545485,0.9954369741484455,0.9954150297711317,5.724398210328949,1537.3871452015765
37,579.1959865080267,37,10074017,8077283,1950766,45968,10028049,80.17936638383676,19.36433103100779,0.45630258515545485,0.9954369741484455,0.9954142251411681,5.724398210328949,1537.3871452015765
38,574.8107500261827,38,10074017,8072667,1941897,59453,10014564,80.13354553600614,19.276292664584542,0.5901617994093121,0.9940983820059068,0.9940761775223167,6.940103065862852,1537.3871452015765
39,571.1692850944316,39,10074017,8071624,1942940,59453,10014564,80.12319216852623,19.286646032064468,0.5901617994093121,0.9940983820059068,0.9940722938946862,6.940103065862852,1537.3871452015765
40,568.6498727551352,40,10074017,8006412,2008152,59453,10014564,79.47586350112374,19.933974699466955,0.5901617994093121,0.9940983820059068,0.9940720909518087,6.940103065862852,1537.3871452015765
41,560.6581910802951,41,10074017,7911772,2102792,59453,10014564,78.53641700227426,20.87342119831642,0.5901617994093121,0.9940983820059068,0.9940718524959848,6.940103065862852,1537.3871452015765
42,560.3594107885302,42,10074017,7909538,2105026,59453,10014564,78.51424114134412,20.895597059246573,0.5901617994093121,0.9940983820059068,0.9940718487713038,6.940103065862852,1537.3871452015765
43,557.9875580238385,45,10074017,7908496,2106068,59453,10014564,78.50389770039101,20.90594050019967,0.5901617994093121,0.9940983820059068,0.9940718018844243,6.940103065862852,1537.3871452015765
44,553.4410680919469,46,10074017,7902916,2097528,73573,10000444,78.44850768069976,20.82116796110231,0.7303243581979264,0.9926967564180207,0.9926704716482243,13.31836544147624,1537.3871452015765
45,539.4957973840269,47,10074017,7897651,2102793,73573,10000444,78.39624451695883,20.873431124843247,0.7303243581979264,0.9926967564180207,0.9926704027648267,13.31836544147624,1537.3871452015765
46,532.6008052977345,48,10074017,7894892,2102524,76601,9997416,78.36885722944483,20.87076088912695,0.7603818814282326,0.9923961811857177,0.9923698284202509,13.846531458740623,1537.3871452015765
47,527.5955299038095,49,10074017,7891456,2100786,81775,9992242,78.33474968326935,20.853508585502684,0.8117417312279699,0.9918825826877203,0.9918562324083774,14.048848063257786,1537.3871452015765
48,524.4523553098604,50,10074017,7890697,2087247,96073,9977944,78.32721544940811,20.719113338800202,0.9536712117916815,0.9904632878820832,0.9904370219518606,16.15682205020216,1537.3871452015765
49,522.132874714322,51,10074017,7890697,2087247,96073,9977944,78.32721544940811,20.719113338800202,0.9536712117916815,0.9904632878820832,0.9904370219518606,16.15682205020216,1537.3871452015765
50,519.5628207645061,52,10074017,7875979,2101965,96073,9977944,78.18111682757733,20.865211960630997,0.9536712117916815,0.9904632878820832,0.9904369806657498,16.15682205020216,1537.3871452015765
